symptoms,disease
I have fatigue and weight gain and cold hands and feets and mood swings and lethargy and dizziness and puffy face and eyes and enlarged thyroid and brittle nails and swollen extremeties and depression and irritability and abnormal menstruation. What could it be?,This could be a sign of Hypothyroidism.
I have fatigue and mood swings and weight loss and restlessness and sweating and diarrhoea and fast heart rate and excessive hunger and muscle weakness and irritability and abnormal menstruation. What could it be?,This could be a sign of Hyperthyroidism.
I have vomiting and fatigue and anxiety and sweating and headache and nausea and blurred and distorted vision and excessive hunger and drying and tingling lips and slurred speech and irritability and palpitations. What could it be?,This could be a sign of Hypoglycemia.
I have joint pain and neck pain and knee pain and hip joint pain and swelling joints and painful walking. What could it be?,This could be a sign of Osteoarthristis.
I have muscle weakness and stiff neck and swelling joints and movement stiffness and painful walking. What could it be?,This could be a sign of Arthritis.
I have vomiting and headache and nausea and spinning movements and loss of balance and unsteadiness. What could it be?,This could be a sign of (vertigo) Paroymsal  Positional Vertigo.
I have skin rash and pus filled pimples and blackheads and scurring. What could it be?,This could be a sign of Acne.
I have burning micturition and bladder discomfort and foul smell of urine and continuous feel of urine. What could it be?,This could be a sign of Urinary tract infection.
I have skin rash and joint pain and skin peeling and silver like dusting and small dents in nails and inflammatory nails. What could it be?,This could be a sign of Psoriasis.
I have skin rash and high fever and blister and red sore around nose and yellow crust ooze. What could it be?,This could be a sign of Impetigo.
I have itching and skin rash and nodal skin eruptions and dischromic  patches. What could it be?,This could be a sign of Fungal infection.
I have continuous sneezing and shivering and chills and watering from eyes. What could it be?,This could be a sign of Allergy.
I have stomach pain and acidity and ulcers on tongue and vomiting and cough and chest pain. What could it be?,This could be a sign of GERD.
I have itching and vomiting and yellowish skin and nausea and loss of appetite and abdominal pain and yellowing of eyes. What could it be?,This could be a sign of Chronic cholestasis.
I have itching and skin rash and stomach pain and burning micturition and spotting  urination. What could it be?,This could be a sign of Drug Reaction.
I have vomiting and indigestion and loss of appetite and abdominal pain and passage of gases and internal itching. What could it be?,This could be a sign of Peptic ulcer diseae.
I have muscle wasting and patches in throat and high fever and extra marital contacts. What could it be?,This could be a sign of AIDS.
I have fatigue and weight loss and restlessness and lethargy and irregular sugar level and blurred and distorted vision and obesity and excessive hunger and increased appetite and polyuria. What could it be?,This could be a sign of Diabetes .
I have vomiting and sunken eyes and dehydration and diarrhoea. What could it be?,This could be a sign of Gastroenteritis.
I have fatigue and cough and high fever and breathlessness and family history and mucoid sputum. What could it be?,This could be a sign of Bronchial Asthma.
I have headache and chest pain and dizziness and loss of balance and lack of concentration. What could it be?,This could be a sign of Hypertension .
I have acidity and indigestion and headache and blurred and distorted vision and excessive hunger and stiff neck and depression and irritability and visual disturbances. What could it be?,This could be a sign of Migraine.
I have back pain and weakness in limbs and neck pain and dizziness and loss of balance. What could it be?,This could be a sign of Cervical spondylosis.
I have vomiting and headache and weakness of one body side and altered sensorium. What could it be?,This could be a sign of Paralysis (brain hemorrhage).
I have itching and vomiting and fatigue and weight loss and high fever and yellowish skin and dark urine and abdominal pain. What could it be?,This could be a sign of Jaundice.
I have chills and vomiting and high fever and sweating and headache and nausea and diarrhoea and muscle pain. What could it be?,This could be a sign of Malaria.
I have itching and skin rash and fatigue and lethargy and high fever and headache and loss of appetite and mild fever and swelled lymph nodes and malaise and red spots over body. What could it be?,This could be a sign of Chicken pox.
I have skin rash and chills and joint pain and vomiting and fatigue and high fever and headache and nausea and loss of appetite and pain behind the eyes and back pain and malaise and muscle pain and red spots over body. What could it be?,This could be a sign of Dengue.
I have chills and vomiting and fatigue and high fever and headache and nausea and constipation and abdominal pain and diarrhoea and toxic look (typhos) and belly pain. What could it be?,This could be a sign of Typhoid.
I have joint pain and vomiting and yellowish skin and dark urine and nausea and loss of appetite and abdominal pain and diarrhoea and mild fever and yellowing of eyes and muscle pain. What could it be?,This could be a sign of hepatitis A.
